标题	详情
改一下排位机制，先选英雄再匹配	"能不能先选英雄，然后系统根据你的英雄和战斗力来匹配队友？
这样有几个好处
1 不会有乱选的情况，因为是先选在匹配
2 每个人都拿到自己想用的英雄，谁都不委屈
3 队友不容易坑，因为根据英雄战斗力匹配
4 阵容合理
5 不会有无脑选的情况
6 培养玩家玩更多位置的习惯。因为先选再排的必然结果是热门位置等时间长。想早点玩你就多练冷门位置？
7 练习模式都可以去掉了，匹配模式也可以去掉了。因为根据英雄战斗力匹配。
8 。。。"
被坑的V8玩家	充到V8 上过王者  常常和朋友一起玩的 莫名其妙的扣我信誉分 反馈无效
信誉分不够	这个信誉分设置太烦了，这样会丢失大部分老玩家，感觉王者荣耀越来越少人玩了，因为老是信誉积分不足，就没有办法排位，这样一群人就不玩了。
单排体验好差~	玩游戏还是游戏玩你啊？体验太差，影响心情
恶心的天美	匹配机制非常恶心，控制胜率，连胜之后必然匹配极其菜的队友给你，各种恶心行为，一个上分全靠系统安排的游戏有什么好玩的。
坑	都是坑  举报也没用
新英雄出太快，太变态、都是远程攻击。匹配机制恶心	英雄出的太快太多了，本人觉得英雄有70多个就可以了，别一直出英雄，又无脑的出一些远程攻击英雄。以前王者很好玩，自从出了干将、百里、女娲这些远程攻击的英雄，一下觉得没意思了。还有就游戏匹配模式，超级垃圾，越是连跪越给你匹配到各种挂机的、送人头的、辅助追着杀人的、各种法师打野的、体验超级恶心。玩到人自闭。所以没有以前玩游戏的激情和活力了、慢慢打算退游。这个游戏我也是冲了2万多，感觉能亏死，再见了！！！
什么破游戏？	我想说的是这个游戏很垃圾，网明明不卡，当你去跟别人团战的时侯偏偏就让你卡的不动，游戏垃圾！
晋级赛必输，全匹配到一群垃圾队友。	一会连败一会连胜，上不去分
垃圾游戏 分配的人都是坑  连败连败  一点游戏体验都没有	垃圾 游戏  坑货太多
给所有想下载王者的人看	烂天美 每次匹配什么猪队友 赢了又输 玩一个月都还在同一个段位 什么垃圾游戏 把把mvp 把把猪队友 输了拿mvp也没用啊 cnm 越玩越没以前的游戏体验 想玩的人劝你们如果只是来玩没充钱的话最好别玩 这游戏专给充钱的人上分罢了  我是个老玩家 现在也删游戏了 cao 猪脑王者
网络基站有问题	什么游戏体验都没有了、tmd网络都没啥问题，无论用wifi还是流量、一进团就460、就动不了，网络回来时人已经归西了，水晶都没了、这怎么让人不生气
這匹配機制真是沒話說	祝你們的玩家流失得越來越多
辣鸡游戏	连拉黑都没有的辣鸡游戏坚决不玩，每天给辣鸡坑得不行，不出拉黑不玩
游戏体验感越来越差！喷匹配不合理！一输就输彻底！一赢赢彻底！	游戏体验感越来越差！喷匹配不合理！一输就输彻底！一赢赢彻底！
什么鬼	劳资想玩多久管你吊事？超时还封？你以为你很人性化？天美rnm
垃圾游戏输的好惨	这游戏太坑了，老是输已经卸载了
最近你m是不是s了	每次排位匹配到的都是一群学生，一群素质低的，你怎么分配的？最近是不是家里s人了？一点游戏体验没有了
辣鸡的匹配，一上分就开始跪，删了删了	游戏是好玩的，一到上分差一颗?开始，就开始连跪模式，挂机的，骂人的，送人头的，顺风局无缘无故就输了，总之就是要你跪，跪几天跪吧，大不了不玩，游戏又不只是有一款，充的钱买的皮肤几天当喂狗，辣鸡游戏
垃圾游戏	垃圾游戏是非对错都分不清
坑的多	20连跪这么说，故意的吧！
辣鸡匹配系统，不充钱就给你匹配一些菜狗，什么5V5公平竞技，完全看你充不充钱。不充钱让你没法玩，460，安排机器人，要么就给高端局匹配低端队友，让你玩不成。	辣鸡匹配系统，不充钱就给你匹配一些菜狗，什么5V5公平竞技，完全看你充不充钱。不充钱让你没法玩，460，安排机器人，要么就给高端局匹配低端队友，让你玩不成。辣鸡匹配系统，不充钱就给你匹配一些菜狗，什么5V5公平竞技，完全看你充不充钱。不充钱让你没法玩，460，安排机器人，要么就给高端局匹配低端队友，让你玩不成。辣鸡匹配系统，不充钱就给你匹配一些菜狗，什么5V5公平竞技，完全看你充不充钱。不充钱让你没法玩，460，安排机器人，要么就给高端局匹配低端队友，让你玩不成。辣鸡匹配系统，不充钱就给你匹配一些菜狗，什么5V5公平竞技，完全看你充不充钱。不充钱让你没法玩，460，安排机器人，要么就给高端局匹配低端队友，让你玩不成。辣鸡匹配系统，不充钱就给你匹配一些菜狗，什么5V5公平竞技，完全看你充不充钱。不充钱让你没法玩，460，安排机器人，要么就给高端局匹配低端队友，让你玩不成。
海报库粉丝饱满，请晚点儿再试！	"海报库粉丝爆满，请晚点儿再试！
获取英雄海报的时候，提示的，请问这是什么问题？另外，刚登陆游戏的时候，活动图片什么的都是无法加载的，Wi-Fi环境，延时40ms"
这是我见过最废物的游戏	手机没问题，网络没问题，玩的时候屏幕不会动等别人来把我杀了就流畅的一批，我想问一下你们工作人员是不是有受虐症啊，460，延迟这些都不想说，我只想说：您们真棒！
我特么18了晚上九点之后凭什么不让我打	我特么18了晚上九点之后凭什么不让我打
天呐，这是啥问题	我的好友列表里直接就没有我的安卓好友了，咋一起玩？？？？？？？？？？？
垃圾游戏	赶紧凉了吧
差	垃圾游戏
垃圾，每天刷你差评，故意坑我们，他们刷流量的	垃圾
建议	这个游戏规则有点搞笑，建议玩ARENA，游戏会因为断线，等小原因而扣积分，甚至因为队友举报，都不调查就扣积分扣了后就禁赛，不让你玩，起码5个小时，然后想挽回积分就得打人机，太搞笑了。建议玩Arena或Legendary，相对王者荣耀会比较好玩，legans画面很精美，arena 会比较简单。
垃圾游戏	垃圾游戏，垃圾匹配，从今往后别想让我再给这游戏掏一分钱。
珍爱生命远离腾讯游戏，远离狗化腾	珍爱生命远离腾讯游戏，远离狗化腾
不公平手游	每次晋级决赛或者用排名英雄就输，不是一个人的王者是整个团队的荣耀。我不信你们没意识到这一点。打得再好也没用。大家不要下载太气人。
可以下但你要做好心里准备	别下载了不然你会觉得生活压力很大心态不好的还会玩出病
垃圾游戏，老子没送正常打1-0-0也可以被举报，垃圾系统	如题
希望有机会可以在下载回来	今天弃坑了！被坑的不行，还是老老实实去练练我的枪法，王者从刚上线时候就玩了，一直到刚刚都没想卸载过，哎，最后给你一个的五星，拜拜嘞您勒
苹果手机购买皮肤扣费	我在王者上买了皮肤在哪里扣费？
注定卸载	游戏越来越大，2天更新一次，没wifi还不能更新??。手机已经无法正常运行此游戏，卡顿厉害，手机发烫！选择放弃此游戏！以现在这个更新速度，手机要年年换新啊！
王者没有人玩了吗	王者没人了吗
闪退	"iPhone8登陆就闪退。 
应该是软件问题。 
重装也没用。"
匹配机制问题太大了吧	全是垃圾队友，一进去就挂机，不能根据玩家特性和想玩位置匹配吗，全是些憨批
健康限制我非常不满意	实名认证我也就忍了，但实名过后还不给玩这也太过分了吧。还没开始玩就要提醒用眼，什么意思！成年人也要限制深夜吗？
说真的王者荣耀机制真恶心	别人两分也投诉不了，我多死几次就说送人头，评分也有六点多分，在后面怕死的就不扣分，反应情况基就是机械式，这个游戏越玩越恶心了
游戏体验非常差	"这个最少评论1星 要是有0星我就评论0星了 
能不能治理一下 把那些故意掉分的选手 赶紧制裁一下 就这样吧 s3玩的 现在十分生气！p"
Djdndjsj	辣鸡游戏
死妈系统	??????????????????????
好游戏啊！	给匹配这么棒的队友，疯狂嘲讽队友拉低队友心态，还疯狂口嗨，真刺激，搞心态的游戏，刺激！！！
匹配机制垃圾至死	这是什么垃圾匹配机制，卸载
害人不浅游戏	辣鸡游戏
这游戏真垃圾，全是小孩	垃圾游戏
匹配机制有问题 就不能每局有挂机 送人头的  输了队友不掉分啊  老子钱也充3000了 王者上不去	什么意思吗
能不能少放人机？？？？？？？？？	有一次，我玩竞技模式，有一个人放技能角度又差，又没有召唤师技能还不知道跑，只知道硬怼和拆塔，他是个残血还去主动打对面满血程咬金，这不故意送人头吗？结果一看战绩发现有300多局还全赢这不是明显的人机吗？
垃圾游戏	垃圾游戏
素质太差	人素质太差，所谓全民游戏，不花钱技术一般的话估计也就只能混在这种脾气暴躁、沉迷游戏还骂骂咧咧的人堆里了………
坑比请认真观看	求求你们这些演员啊 菜鸡啊 多去打打匹配行不行 千万别再打排位 坑我们了 我们一天俩小时 我们容易吗 还的偶尔遇见你们这些坑 不会玩就算了 把节奏搞得那么乱 躺都不会躺 没有素质 乱选阵容  有爹生没娘养的孩子吗 求求你们 做个人好吗 一天只能打六七句 你让我们 还得输一半 你们能不能做个人啊
坑神太多	这个游戏真的太不公平了 总给你匹配到坑神 真是无语 给你一顿送 到头来还被人举报  看到扣分 真的太不公平了 难道只有人民币玩家才能有游戏体验？？？
受不了	啥几把匹配机制了，打得我特么差点手机都砸了。一分，没的说，苹果手机建议别玩，满屏乱串的时候别怪没提醒，
垃圾	之前觉得这是个很团结的游戏，现在为啥这么多小学生，再也不玩了，太垃圾
辣鸡系统，乱扣信誉分，动不动就禁赛，	打你嘛个辣鸡，要不是充钱了早卸载了，系统就是废物利用的东西设计的人也是脑残堂堂王者30星，被气过来喷，真的够辣鸡的游戏
特别强烈投诉	游戏可以，但网速太慢总闪退玩个毛线还有练胜机制玩毛线
游戏很多 干嘛玩王者？已卸载 慢走	市场上游戏太多了 索性卸载 再也不见 第十次卸载
减少内存	内存少点吧！！
五星是为看见	"不得不说这游戏真的好烦，坑比队友真的能把人气死，为什么挂机一整把的那补偿跟废一样，没什么用，我觉得那些一整把挂机至少不掉星吧？这又不是我们的错，那些因为电话原因我就不理了。
还有一个闪退问题，我发现闪退不只我一个人，我隔壁的兄弟也有这个问题，那么不是我手机的错，你一闪退，我顺风被打成逆风，我就因为这个问题来说的，刚才我就因闪退被骂，还输了，现在人家举报，我又被你扣，最后还可能封，不然，我就上星耀了。
希望天美能看见并修复，让更多人有好的体验。"
什么垃圾游戏	还一直闪退我玩你吗
